facet_id,source_tet10_element_tag,source_local_face,classification,node_tags_json,node_xyz_json,per_node_exact_trimmed_face_tags_json,union_exact_trimmed_face_tags_json,common_exact_trimmed_face_tags_json,warning
109458,1206739,0,UNMAPPED,"[383278,384125,382603,388562,390869,390459]","[[37.96692278343314,8.005,-17.100461575545708],[38.126361337455165,8.005,-17.052796785334184],[38.117525323801736,8.005,-17.22046326058105],[38.04664206044416,8.005,-17.076629180439944],[38.12194333062845,8.005,-17.136630022957615],[38.04222405361744,8.005,-17.16046241806338]]","[[118],[118],[74],[118],[118],[118]]","[74,118]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109636,1199593,3,UNMAPPED,"[382676,382677,382679,389414,389430,389854]","[[47.15269931711472,8.005,20.763022536310377],[47.044901858093475,8.005,20.6217074635876],[46.956366620894244,8.005,20.786349036484193],[47.098800587604096,8.005,20.69236499994899],[47.00063423949386,8.005,20.704028250035893],[47.054532969004484,8.005,20.77468578639729]]","[[122],[122],[77],[122],[122],[122]]","[77,122]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109637,1137833,1,UNMAPPED,"[382678,382676,384139,390115,391001,390985]","[[47.26355389065723,8.005,20.933054515897457],[47.15269931711472,8.005,20.763022536310377],[47.06941809857494,8.005,20.893437890634818],[47.20812660388597,8.005,20.848038526103917],[47.11105870784483,8.005,20.828230213472597],[47.16648599461609,8.005,20.913246203266137]]","[[122],[122],[77],[122],[122],[77]]","[77,122]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109638,1216970,1,UNMAPPED,"[382676,382679,384139,389854,385362,391001]","[[47.15269931711472,8.005,20.763022536310377],[46.956366620894244,8.005,20.786349036484193],[47.06941809857494,8.005,20.893437890634818],[47.054532969004484,8.005,20.77468578639729],[47.01289235973459,8.005,20.83989346355951],[47.11105870784483,8.005,20.828230213472597]]","[[122],[77],[77],[122],[77],[122]]","[77,122]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109639,1174098,2,UNMAPPED,"[382679,382677,382680,389430,388885,389429]","[[46.956366620894244,8.005,20.786349036484193],[47.044901858093475,8.005,20.6217074635876],[46.84741455783317,8.005,20.62418460680951],[47.00063423949386,8.005,20.704028250035893],[46.94615820796332,8.005,20.622946035198556],[46.90189058936371,8.005,20.70526682164685]]","[[77],[122],[122],[122],[122],[122]]","[77,122]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109642,1119476,3,UNMAPPED,"[383577,384039,382678,390712,386535,390729]","[[47.11283594179558,8.005,21.048060636779756],[47.28541803549015,8.005,21.08828137383991],[47.26355389065723,8.005,20.933054515897457],[47.19912698864287,8.005,21.068171005309832],[47.274485963073694,8.005,21.010667944868683],[47.1881949162264,8.005,20.990557576338606]]","[[77],[77],[122],[77],[77],[77]]","[77,122]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109643,1232133,2,UNMAPPED,"[382678,384139,383577,390985,389443,390729]","[[47.26355389065723,8.005,20.933054515897457],[47.06941809857494,8.005,20.893437890634818],[47.11283594179558,8.005,21.048060636779756],[47.16648599461609,8.005,20.913246203266137],[47.09112702018526,8.005,20.970749263707287],[47.1881949162264,8.005,20.990557576338606]]","[[122],[77],[77],[77],[77],[77]]","[77,122]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109644,1148697,3,UNMAPPED,"[382679,382680,382681,389429,389382,384353]","[[46.956366620894244,8.005,20.786349036484193],[46.84741455783317,8.005,20.62418460680951],[46.75920443540743,8.005,20.7988587393688],[46.90189058936371,8.005,20.70526682164685],[46.8033094966203,8.005,20.711521673089155],[46.85778552815084,8.005,20.792603887926493]]","[[77],[122],[77],[122],[77],[77]]","[77,122]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109645,1172188,3,UNMAPPED,"[382681,382680,382682,389382,388985,389381]","[[46.75920443540743,8.005,20.7988587393688],[46.84741455783317,8.005,20.62418460680951],[46.650693097099634,8.005,20.643322524958446],[46.8033094966203,8.005,20.711521673089155],[46.7490538274664,8.005,20.633753565883982],[46.70494876625354,8.005,20.721090632163627]]","[[77],[122],[77],[77],[77],[77]]","[77,122]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109646,1206831,1,UNMAPPED,"[383495,382682,382680,388984,388985,388983]","[[46.71520361626353,8.005,20.484584148398813],[46.650693097099634,8.005,20.643322524958446],[46.84741455783317,8.005,20.62418460680951],[46.682948356681585,8.005,20.563953336678626],[46.7490538274664,8.005,20.633753565883982],[46.78130908704835,8.005,20.554384377604162]]","[[122],[77],[122],[77],[77],[122]]","[77,122]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109652,1219017,0,UNMAPPED,"[383950,382682,383495,390658,388984,390586]","[[46.54378229711955,8.005,20.524830514076452],[46.650693097099634,8.005,20.643322524958446],[46.71520361626353,8.005,20.484584148398813],[46.59723769710959,8.005,20.58407651951745],[46.682948356681585,8.005,20.563953336678626],[46.62949295669154,8.005,20.50470733123763]]","[[77],[77],[122],[77],[77],[77]]","[77,122]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109682,1226522,0,UNMAPPED,"[382698,382696,382695,389428,389416,389855]","[[46.95636662089373,8.005,-18.786349036479727],[47.044915578574894,8.005,-18.62172708787594],[47.15271334906082,8.005,-18.7630476581258],[47.00064109973432,8.005,-18.704038062177833],[47.09881446381786,8.005,-18.69238737300087],[47.054539984977275,8.005,-18.774698347302763]]","[[81],[125],[125],[125],[125],[125]]","[81,125]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109683,1168131,0,UNMAPPED,"[382697,384138,382695,390986,391002,390114]","[[47.2635550037593,8.005,-18.933057610914734],[47.06706950263076,8.005,-18.890704474420826],[47.15271334906082,8.005,-18.7630476581258],[47.165312253195026,8.005,-18.91188104266778],[47.10989142584579,8.005,-18.82687606627331],[47.208134176410056,8.005,-18.848052634520265]]","[[125],[81],[125],[81],[125],[125]]","[81,125]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109684,1117432,0,UNMAPPED,"[382698,382695,384138,389855,391002,385359]","[[46.95636662089373,8.005,-18.786349036479727],[47.15271334906082,8.005,-18.7630476581258],[47.06706950263076,8.005,-18.890704474420826],[47.054539984977275,8.005,-18.774698347302763],[47.10989142584579,8.005,-18.82687606627331],[47.011718061762245,8.005,-18.838526755450275]]","[[81],[125],[81],[125],[125],[81]]","[81,125]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109685,1140682,3,UNMAPPED,"[382698,382699,382696,389427,388888,389428]","[[46.95636662089373,8.005,-18.786349036479727],[46.847401817133296,8.005,-18.62418041842201],[47.044915578574894,8.005,-18.62172708787594],[46.90188421901351,8.005,-18.705264727450867],[46.946158697854095,8.005,-18.622953753148977],[47.00064109973432,8.005,-18.704038062177833]]","[[81],[125],[125],[125],[125],[125]]","[81,125]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109688,1199304,3,UNMAPPED,"[383578,382697,384038,390728,386533,390713]","[[47.11269823845251,8.005,-19.048135577186944],[47.2635550037593,8.005,-18.933057610914734],[47.28541803549017,8.005,-19.088281373838303],[47.1881266211059,8.005,-18.99059659405084],[47.27448651962473,8.005,-19.01066949237652],[47.19905813697134,8.005,-19.068208475512623]]","[[81],[125],[81],[81],[81],[81]]","[81,125]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109689,1110855,0,UNMAPPED,"[383578,384138,382697,389442,390986,390728]","[[47.11269823845251,8.005,-19.048135577186944],[47.06706950263076,8.005,-18.890704474420826],[47.2635550037593,8.005,-18.933057610914734],[47.089883870541634,8.005,-18.969420025803885],[47.165312253195026,8.005,-18.91188104266778],[47.1881266211059,8.005,-18.99059659405084]]","[[81],[81],[125],[81],[81],[81]]","[81,125]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109690,1174102,2,UNMAPPED,"[382698,382700,382699,384363,389454,389427]","[[46.95636662089373,8.005,-18.786349036479727],[46.75920443540672,8.005,-18.79885873936293],[46.847401817133296,8.005,-18.62418041842201],[46.85778552815023,8.005,-18.792603887921327],[46.80330312627001,8.005,-18.71151957889247],[46.90188421901351,8.005,-18.705264727450867]]","[[81],[81],[125],[81],[81],[125]]","[81,125]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109691,1205259,0,UNMAPPED,"[382700,382701,382699,389453,389015,389454]","[[46.75920443540672,8.005,-18.79885873936293],[46.65056329938513,8.005,-18.643325957075135],[46.847401817133296,8.005,-18.62418041842201],[46.70488386739593,8.005,-18.721092348219035],[46.748982558259215,8.005,-18.633753187748574],[46.80330312627001,8.005,-18.71151957889247]]","[[81],[81],[125],[81],[81],[81]]","[81,125]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109692,1156499,1,UNMAPPED,"[382701,383496,382699,389013,389014,389015]","[[46.65056329938513,8.005,-18.643325957075135],[46.71512731918337,8.005,-18.48460242349026],[46.847401817133296,8.005,-18.62418041842201],[46.68284530928425,8.005,-18.563964190282697],[46.78126456815833,8.005,-18.554391420956133],[46.748982558259215,8.005,-18.633753187748574]]","[[81],[125],[125],[81],[125],[81]]","[81,125]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109698,1232141,1,UNMAPPED,"[382701,383949,383496,390657,390575,389013]","[[46.65056329938513,8.005,-18.643325957075135],[46.54487096148794,8.005,-18.52413717822634],[46.71512731918337,8.005,-18.48460242349026],[46.597717130436536,8.005,-18.583731567650737],[46.62999914033565,8.005,-18.5043698008583],[46.68284530928425,8.005,-18.563964190282697]]","[[81],[81],[125],[81],[81],[81]]","[81,125]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110137,1239952,2,UNMAPPED,"[382923,383030,383590,387515,386573,386650]","[[38.1641825390909,8.005,18.29958701305519],[38.14603045335186,8.005,18.088989843146326],[37.978860720872845,8.005,18.18792669638668],[38.155106496221386,8.005,18.19428842810076],[38.06244558711235,8.005,18.138458269766506],[38.07152162998187,8.005,18.24375685472093]]","[[120],[120],[75],[120],[75],[120]]","[75,120]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110162,1226228,2,UNMAPPED,"[382934,383633,382935,388154,388155,385998]","[[49.37683862115965,8.005,17.796897263142686],[49.539765417249654,8.005,17.901588944907605],[49.56147429880661,8.005,17.70036396388507],[49.45830201920465,8.005,17.849243104025145],[49.55061985802813,8.005,17.800976454396338],[49.46915645998313,8.005,17.74863061351388]]","[[123],[123],[79],[123],[123],[123]]","[79,123]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110165,1193762,1,UNMAPPED,"[383633,382938,382935,389082,388924,388155]","[[49.539765417249654,8.005,17.901588944907605],[49.72505022923826,8.005,17.815870046873048],[49.56147429880661,8.005,17.70036396388507],[49.63240782324396,8.005,17.858729495890326],[49.64326226402244,8.005,17.75811700537906],[49.55061985802813,8.005,17.800976454396338]]","[[123],[79],[79],[123],[79],[123]]","[79,123]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110171,1147296,1,UNMAPPED,"[383633,383925,382938,391191,391192,389082]","[[49.539765417249654,8.005,17.901588944907605],[49.6847287330553,8.005,18.005619660719322],[49.72505022923826,8.005,17.815870046873048],[49.612247075152474,8.005,17.953604302813464],[49.70488948114678,8.005,17.910744853796185],[49.63240782324396,8.005,17.858729495890326]]","[[123],[123],[79],[123],[123],[123]]","[79,123]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110172,1227412,2,UNMAPPED,"[383998,382938,383925,391210,391192,391209]","[[49.85531035735332,8.005,17.91540723196262],[49.72505022923826,8.005,17.815870046873048],[49.6847287330553,8.005,18.005619660719322],[49.79018029329579,8.005,17.865638639417835],[49.70488948114678,8.005,17.910744853796185],[49.770019545204306,8.005,17.960513446340972]]","[[79],[79],[123],[79],[123],[79]]","[79,123]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110187,1108393,3,UNMAPPED,"[383262,382948,382949,387581,387468,387295]","[[38.449023171847614,8.005,17.906956581439108],[38.622302061160056,8.005,17.794990963210008],[38.43785175265678,8.005,17.691390245354558],[38.535662616503835,8.005,17.850973772324554],[38.53007690690842,8.005,17.74319060428228],[38.4434374622522,8.005,17.799173413396833]]","[[120],[120],[75],[120],[120],[120]]","[75,120]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110190,1201927,3,UNMAPPED,"[382954,383262,382949,387294,387295,387296]","[[38.27258481406203,8.005,17.79951761924811],[38.449023171847614,8.005,17.906956581439108],[38.43785175265678,8.005,17.691390245354558],[38.36080399295482,8.005,17.85323710034361],[38.4434374622522,8.005,17.799173413396833],[38.355218283359406,8.005,17.745453932301334]]","[[75],[120],[75],[120],[120],[75]]","[75,120]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110203,1201843,3,UNMAPPED,"[383866,383262,382954,391219,387294,391218]","[[38.29786576972062,8.005,17.992013937631835],[38.449023171847614,8.005,17.906956581439108],[38.27258481406203,8.005,17.79951761924811],[38.373444470784115,8.005,17.949485259535468],[38.36080399295482,8.005,17.85323710034361],[38.28522529189132,8.005,17.89576577843997]]","[[120],[120],[75],[120],[120],[120]]","[75,120]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110204,1175255,0,UNMAPPED,"[383866,382954,383967,391218,391610,391651]","[[38.29786576972062,8.005,17.992013937631835],[38.27258481406203,8.005,17.79951761924811],[38.13589228940383,8.005,17.89478460675308],[38.28522529189132,8.005,17.89576577843997],[38.20423855173293,8.005,17.847151113000596],[38.21687902956222,8.005,17.943399272192455]]","[[120],[75],[75],[120],[75],[75]]","[75,120]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110220,1167627,1,UNMAPPED,"[382961,383142,383582,387703,386789,386793]","[[49.833644747243895,8.005,-16.298178920436264],[49.830025560003904,8.005,-16.09292488694775],[50.01665561388728,8.005,-16.188510067662406],[49.8318351536239,8.005,-16.195551903692007],[49.92334058694559,8.005,-16.140717477305078],[49.92515018056559,8.005,-16.243344494049335]]","[[124],[124],[79],[124],[79],[124]]","[79,124]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110250,1207738,3,UNMAPPED,"[382975,382977,382976,386605,386450,386770]","[[50.01428207070144,8.005,18.18383995817476],[49.8367983622513,8.005,18.07706432851386],[49.838766627277195,8.005,18.28221918732422],[49.925540216476364,8.005,18.13045214334431],[49.83778249476424,8.005,18.17964175791904],[49.92652434898932,8.005,18.23302957274949]]","[[79],[123],[123],[79],[123],[123]]","[79,123]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110255,1170150,1,UNMAPPED,"[383998,383925,382977,391209,391264,391440]","[[49.85531035735332,8.005,17.91540723196262],[49.6847287330553,8.005,18.005619660719322],[49.8367983622513,8.005,18.07706432851386],[49.770019545204306,8.005,17.960513446340972],[49.7607635476533,8.005,18.04134199461659],[49.84605435980231,8.005,17.99623578023824]]","[[79],[123],[123],[79],[123],[79]]","[79,123]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110350,1206951,1,UNMAPPED,"[383027,384046,383698,386469,391625,390485]","[[37.98236483874698,8.005,-16.201325735974827],[38.134726461341906,8.005,-16.143192048578452],[38.15654616444656,8.005,-16.31262318795086],[38.058545650044444,8.005,-16.172258892276638],[38.14563631289423,8.005,-16.227907618264656],[38.06945550159677,8.005,-16.256974461962844]]","[[75],[118],[118],[75],[118],[118]]","[75,118]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110351,1206256,2,UNMAPPED,"[383029,383747,383848,384756,384809,384810]","[[48.077010389310175,8.005,-18.90271548633101],[48.26332780123862,8.005,-19.040695986338463],[48.09076403665209,8.005,-19.077255604218067],[48.170169095274396,8.005,-18.971705736334737],[48.17704591894535,8.005,-19.058975795278265],[48.08388721298113,8.005,-18.98998554527454]]","[[125],[80],[125],[125],[125],[125]]","[80,125]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110352,1210496,2,UNMAPPED,"[383030,383866,383967,388083,391651,390680]","[[38.14603045335186,8.005,18.088989843146326],[38.29786576972062,8.005,17.992013937631835],[38.13589228940383,8.005,17.89478460675308],[38.22194811153624,8.005,18.040501890389084],[38.21687902956222,8.005,17.943399272192455],[38.14096137137784,8.005,17.991887224949703]]","[[120],[120],[75],[120],[75],[75]]","[75,120]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110355,1201573,1,UNMAPPED,"[383649,383033,383686,384602,384601,384520]","[[38.289745668733474,8.005,19.316377713286055],[38.18569418231946,8.005,19.155285367546586],[38.033549983595876,8.005,19.294157477390417],[38.23771992552647,8.005,19.235831540416317],[38.10962208295767,8.005,19.2247214224685],[38.161647826164675,8.005,19.30526759533824]]","[[76],[120],[76],[76],[76],[76]]","[76,120]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110356,1130234,1,UNMAPPED,"[383033,383649,383876,384602,386009,386013]","[[38.18569418231946,8.005,19.155285367546586],[38.289745668733474,8.005,19.316377713286055],[38.35917687647332,8.005,19.083061473968716],[38.23771992552647,8.005,19.235831540416317],[38.3244612726034,8.005,19.199719593627382],[38.27243552939639,8.005,19.11917342075765]]","[[120],[76],[120],[76],[120],[120]]","[76,120]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110478,1220911,0,UNMAPPED,"[383171,383104,383688,384766,384764,384765]","[[49.81801236772324,8.005,-17.38085450167353],[49.82957872438916,8.005,-17.161696369727714],[50.00958590595833,8.005,-17.27929462071635],[49.8237955460562,8.005,-17.27127543570062],[49.91958231517375,8.005,-17.220495495222032],[49.913799136840794,8.005,-17.330074561194937]]","[[80],[124],[80],[80],[80],[80]]","[80,124]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110479,1142919,1,UNMAPPED,"[383171,384004,383104,390846,390651,384766]","[[49.81801236772324,8.005,-17.38085450167353],[49.68265067126727,8.005,-17.253091343993642],[49.82957872438916,8.005,-17.161696369727714],[49.750331519495255,8.005,-17.316972922833585],[49.75611469782821,8.005,-17.207393856860676],[49.8237955460562,8.005,-17.27127543570062]]","[[80],[80],[124],[80],[80],[80]]","[80,124]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110480,1169807,0,UNMAPPED,"[383551,383104,384004,387905,390651,390652]","[[49.6617614701305,8.005,-17.067468463650478],[49.82957872438916,8.005,-17.161696369727714],[49.68265067126727,8.005,-17.253091343993642],[49.74567009725983,8.005,-17.114582416689096],[49.75611469782821,8.005,-17.207393856860676],[49.672206070698884,8.005,-17.16027990382206]]","[[124],[124],[80],[124],[80],[124]]","[80,124]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110510,1225713,3,UNMAPPED,"[383125,384024,383124,391104,390741,389982]","[[39.854618214676684,8.005,-18.764849474724112],[39.81010023461956,8.005,-18.91517445351982],[39.65889411068727,8.005,-18.836001861128523],[39.83235922464812,8.005,-18.840011964121967],[39.73449717265341,8.005,-18.87558815732417],[39.756756162681974,8.005,-18.800425667926316]]","[[117],[117],[74],[117],[74],[74]]","[74,117]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
110547,1210600,0,UNMAPPED,"[383143,384011,383142,388772,390981,389526]","[[49.70258859364863,8.005,-15.993807296336488],[49.856848639922276,8.005,-15.929094615722935],[49.830025560003904,8.005,-16.09292488694775],[49.77971861678545,8.005,-15.961450956029712],[49.84343709996308,8.005,-16.01100975133534],[49.766307076826266,8.005,-16.04336609164212]]","[[124],[79],[124],[79],[79],[124]]","[79,124]",[],"PRELIMINARY - CORRECTED EXACT TRIMMED-FACE OWNERSHIP AUDIT ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
