inspection_id,part_id,module,characteristic,source_nominal,method,acceptance_limit,measured_value,result,evidence,warning
FC-I0262,A02_FOREARM_LINK_REAR,A02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0263,A02_FOREARM_LINK_REAR,A02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0264,A02_FOREARM_LINK_REAR,A02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0265,L02_SHIN_FRONT_COVER,L02,X/Y/Z printed envelope,60.001 x 0.801 x 132.001 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0266,L02_SHIN_FRONT_COVER,L02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0267,L02_SHIN_FRONT_COVER,L02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0268,L02_SHIN_FRONT_COVER,L02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0269,L02_SHIN_REAR_COVER,L02,X/Y/Z printed envelope,60.001 x 0.801 x 132.001 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0270,L02_SHIN_REAR_COVER,L02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0271,L02_SHIN_REAR_COVER,L02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0272,L02_SHIN_REAR_COVER,L02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0273,L02_THIGH_FRONT_COVER,L02,X/Y/Z printed envelope,66.001 x 0.801 x 138.001 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0274,L02_THIGH_FRONT_COVER,L02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0275,L02_THIGH_FRONT_COVER,L02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0276,L02_THIGH_FRONT_COVER,L02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0277,L02_THIGH_REAR_COVER,L02,X/Y/Z printed envelope,66.001 x 0.801 x 138.001 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0278,L02_THIGH_REAR_COVER,L02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0279,L02_THIGH_REAR_COVER,L02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0280,L02_THIGH_REAR_COVER,L02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0281,F02_TOP_COVER,F02,X/Y/Z printed envelope,82.001 x 118.001 x 0.801 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0282,F02_TOP_COVER,F02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0283,F02_TOP_COVER,F02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0284,F02_TOP_COVER,F02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0285,A02_UPPER_ARM_FRONT_COVER,A02,X/Y/Z printed envelope,38.774 x 46.000 x 145.310 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0286,A02_UPPER_ARM_FRONT_COVER,A02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0287,A02_UPPER_ARM_FRONT_COVER,A02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0288,A02_UPPER_ARM_FRONT_COVER,A02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0289,A02_UPPER_ARM_REAR_COVER,A02,X/Y/Z printed envelope,38.774 x 46.000 x 145.310 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0290,A02_UPPER_ARM_REAR_COVER,A02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0291,A02_UPPER_ARM_REAR_COVER,A02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0292,A02_UPPER_ARM_REAR_COVER,A02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0293,A02_FOREARM_FRONT_COVER,A02,X/Y/Z printed envelope,5.800 x 44.000 x 144.941 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0294,A02_FOREARM_FRONT_COVER,A02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0295,A02_FOREARM_FRONT_COVER,A02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0296,A02_FOREARM_FRONT_COVER,A02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0297,A02_FOREARM_REAR_COVER,A02,X/Y/Z printed envelope,5.800 x 44.000 x 144.941 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0298,A02_FOREARM_REAR_COVER,A02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0299,A02_FOREARM_REAR_COVER,A02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0300,A02_FOREARM_REAR_COVER,A02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0301,G02_PALM_FRONT_PLATE,G02,X/Y/Z printed envelope,50.000 x 3.000 x 36.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0302,G02_PALM_FRONT_PLATE,G02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0303,G02_PALM_FRONT_PLATE,G02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0304,G02_PALM_FRONT_PLATE,G02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0305,G02_PALM_REAR_PLATE,G02,X/Y/Z printed envelope,50.000 x 3.000 x 36.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0306,G02_PALM_REAR_PLATE,G02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0307,G02_PALM_REAR_PLATE,G02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0308,G02_PALM_REAR_PLATE,G02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0309,G02_PALM_TOP_BRIDGE,G02,X/Y/Z printed envelope,46.000 x 50.000 x 4.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0310,G02_PALM_TOP_BRIDGE,G02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0311,G02_PALM_TOP_BRIDGE,G02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0312,G02_PALM_TOP_BRIDGE,G02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0313,G02_PALM_BOTTOM_BRIDGE,G02,X/Y/Z printed envelope,46.000 x 50.000 x 4.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0314,G02_PALM_BOTTOM_BRIDGE,G02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0315,G02_PALM_BOTTOM_BRIDGE,G02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0316,G02_PALM_BOTTOM_BRIDGE,G02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0317,G02_WRIST_MOUNT_PLATE,G02,X/Y/Z printed envelope,38.000 x 36.000 x 3.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0318,G02_WRIST_MOUNT_PLATE,G02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0319,G02_WRIST_MOUNT_PLATE,G02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0320,G02_WRIST_MOUNT_PLATE,G02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0321,G02_GUIDE_ROD_FRONT,G02,X/Y/Z printed envelope,64.000 x 4.000 x 4.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0322,G02_GUIDE_ROD_FRONT,G02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0323,G02_GUIDE_ROD_FRONT,G02,holes/slots/inserts,native STEP geometry,go/no-go pins or received hardware SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0324,G02_GUIDE_ROD_FRONT,G02,surface/warp/support damage,native STEP geometry,visual plus flatness method SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0325,G02_GUIDE_ROD_REAR,G02,X/Y/Z printed envelope,64.000 x 4.000 x 4.000 mm,caliper/tape method and uncertainty SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-I0326,G02_GUIDE_ROD_REAR,G02,mating/interface fit,native STEP geometry,controlled mating hardware or gauge SELECTION REQUIRED,"SELECTION REQUIRED - fit-check development result, not production tolerance",NONE,NOT EXECUTED,NONE,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
