child_id,parent_id,sequence,level,child_statement,priority,verification_id,parent_procedure_evidence,parent_procedure_acceptance,child_acceptance_criterion_candidate,required_result_fields,child_acceptance_binding,internal_atomicity_screen,status,evidence_uri,accountable_person,approver_person,decision,warning
COMM-001-A08,COMM-001,8,commissioning,All required guards shall be installed before E2 control-only energization.,MUST,INSPECT-E2-001,Completed unpowered-configuration form photographs firmware/hash captures torque and guard records deviation dispositions and signed quality review,Every installed item wire label fastener witness mark guard stop connector firmware image and deviation matches the accepted baseline; actuator source and branches are absent; all discrepancies are closed; required qualified signatures are present,PASS only if executed INSPECT-E2-001 configuration-bound evidence demonstrates: All required guards shall be installed before E2 control-only energization.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
COMM-001-A09,COMM-001,9,commissioning,All required torque witness marks shall be intact before E2 control-only energization.,MUST,INSPECT-E2-001,Completed unpowered-configuration form photographs firmware/hash captures torque and guard records deviation dispositions and signed quality review,Every installed item wire label fastener witness mark guard stop connector firmware image and deviation matches the accepted baseline; actuator source and branches are absent; all discrepancies are closed; required qualified signatures are present,PASS only if executed INSPECT-E2-001 configuration-bound evidence demonstrates: All required torque witness marks shall be intact before E2 control-only energization.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
COMM-001-A10,COMM-001,10,commissioning,Every E2 deviation shall be closed or explicitly accepted by the accountable qualified reviewer before energization.,MUST,INSPECT-E2-001,Completed unpowered-configuration form photographs firmware/hash captures torque and guard records deviation dispositions and signed quality review,Every installed item wire label fastener witness mark guard stop connector firmware image and deviation matches the accepted baseline; actuator source and branches are absent; all discrepancies are closed; required qualified signatures are present,PASS only if executed INSPECT-E2-001 configuration-bound evidence demonstrates: Every E2 deviation shall be closed or explicitly accepted by the accountable qualified reviewer before energization.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
COMM-002-A01,COMM-002,1,commissioning,A qualified electrical reviewer shall accept the exact site supply before any E2 source connection.,MUST,INSPECT-E2-002,Completed mains-PE-insulation form raw readings certificates photographs code/site disposition calibration records and qualified electrical signature,Site identity receptacle polarity branch/GFCI basis factory adapter/cord identity enclosure class PE continuity insulation and disconnect accessibility meet separately approved numerical limits; project-built mains wiring is absent,PASS only if executed INSPECT-E2-002 configuration-bound evidence demonstrates: A qualified electrical reviewer shall accept the exact site supply before any E2 source connection.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
COMM-002-A02,COMM-002,2,commissioning,A qualified electrical reviewer shall accept each exact external factory adapter before any E2 source connection.,MUST,INSPECT-E2-002,Completed mains-PE-insulation form raw readings certificates photographs code/site disposition calibration records and qualified electrical signature,Site identity receptacle polarity branch/GFCI basis factory adapter/cord identity enclosure class PE continuity insulation and disconnect accessibility meet separately approved numerical limits; project-built mains wiring is absent,PASS only if executed INSPECT-E2-002 configuration-bound evidence demonstrates: A qualified electrical reviewer shall accept each exact external factory adapter before any E2 source connection.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
COMM-002-A03,COMM-002,3,commissioning,A qualified electrical reviewer shall accept the protective-earth treatment before any E2 source connection.,MUST,INSPECT-E2-002,Completed mains-PE-insulation form raw readings certificates photographs code/site disposition calibration records and qualified electrical signature,Site identity receptacle polarity branch/GFCI basis factory adapter/cord identity enclosure class PE continuity insulation and disconnect accessibility meet separately approved numerical limits; project-built mains wiring is absent,PASS only if executed INSPECT-E2-002 configuration-bound evidence demonstrates: A qualified electrical reviewer shall accept the protective-earth treatment before any E2 source connection.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
COMM-002-A04,COMM-002,4,commissioning,A qualified electrical reviewer shall accept the insulation obligations before any E2 source connection.,MUST,INSPECT-E2-002,Completed mains-PE-insulation form raw readings certificates photographs code/site disposition calibration records and qualified electrical signature,Site identity receptacle polarity branch/GFCI basis factory adapter/cord identity enclosure class PE continuity insulation and disconnect accessibility meet separately approved numerical limits; project-built mains wiring is absent,PASS only if executed INSPECT-E2-002 configuration-bound evidence demonstrates: A qualified electrical reviewer shall accept the insulation obligations before any E2 source connection.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
COMM-002-A05,COMM-002,5,commissioning,A qualified electrical reviewer shall accept the disconnect method before any E2 source connection.,MUST,INSPECT-E2-002,Completed mains-PE-insulation form raw readings certificates photographs code/site disposition calibration records and qualified electrical signature,Site identity receptacle polarity branch/GFCI basis factory adapter/cord identity enclosure class PE continuity insulation and disconnect accessibility meet separately approved numerical limits; project-built mains wiring is absent,PASS only if executed INSPECT-E2-002 configuration-bound evidence demonstrates: A qualified electrical reviewer shall accept the disconnect method before any E2 source connection.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
COMM-002-A06,COMM-002,6,commissioning,A qualified electrical reviewer shall accept the exact test instruments before any E2 source connection.,MUST,INSPECT-E2-002,Completed mains-PE-insulation form raw readings certificates photographs code/site disposition calibration records and qualified electrical signature,Site identity receptacle polarity branch/GFCI basis factory adapter/cord identity enclosure class PE continuity insulation and disconnect accessibility meet separately approved numerical limits; project-built mains wiring is absent,PASS only if executed INSPECT-E2-002 configuration-bound evidence demonstrates: A qualified electrical reviewer shall accept the exact test instruments before any E2 source connection.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
COMM-002-A07,COMM-002,7,commissioning,A qualified electrical reviewer shall accept numerical E2 test limits for the as-built configuration before any source connection.,MUST,INSPECT-E2-002,Completed mains-PE-insulation form raw readings certificates photographs code/site disposition calibration records and qualified electrical signature,Site identity receptacle polarity branch/GFCI basis factory adapter/cord identity enclosure class PE continuity insulation and disconnect accessibility meet separately approved numerical limits; project-built mains wiring is absent,PASS only if executed INSPECT-E2-002 configuration-bound evidence demonstrates: A qualified electrical reviewer shall accept numerical E2 test limits for the as-built configuration before any source connection.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
COMM-003-A01,COMM-003,1,commissioning,Each HR-V0 extra-low-voltage conductor shall pass point-to-point continuity inspection before E2 control power.,MUST,TEST-E2-001,Completed point-to-point form raw meter exports photographs calibration records no-backfeed matrix nonconformance dispositions and signed electrical review,Every wire lands on the accepted reference/terminal/net; required paths meet approved resistance limits; forbidden paths remain open; polarity and shielding agree; no protected branch backfeeds another; no electronics are exposed to an unapproved test voltage,PASS only if executed TEST-E2-001 configuration-bound evidence demonstrates: Each HR-V0 extra-low-voltage conductor shall pass point-to-point continuity inspection before E2 control power.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
COMM-003-A02,COMM-003,2,commissioning,Each HR-V0 extra-low-voltage terminal shall pass point-to-point continuity inspection before E2 control power.,MUST,TEST-E2-001,Completed point-to-point form raw meter exports photographs calibration records no-backfeed matrix nonconformance dispositions and signed electrical review,Every wire lands on the accepted reference/terminal/net; required paths meet approved resistance limits; forbidden paths remain open; polarity and shielding agree; no protected branch backfeeds another; no electronics are exposed to an unapproved test voltage,PASS only if executed TEST-E2-001 configuration-bound evidence demonstrates: Each HR-V0 extra-low-voltage terminal shall pass point-to-point continuity inspection before E2 control power.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
COMM-003-A03,COMM-003,3,commissioning,Each HR-V0 extra-low-voltage connector shall pass point-to-point continuity inspection before E2 control power.,MUST,TEST-E2-001,Completed point-to-point form raw meter exports photographs calibration records no-backfeed matrix nonconformance dispositions and signed electrical review,Every wire lands on the accepted reference/terminal/net; required paths meet approved resistance limits; forbidden paths remain open; polarity and shielding agree; no protected branch backfeeds another; no electronics are exposed to an unapproved test voltage,PASS only if executed TEST-E2-001 configuration-bound evidence demonstrates: Each HR-V0 extra-low-voltage connector shall pass point-to-point continuity inspection before E2 control power.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
COMM-003-A04,COMM-003,4,commissioning,Each HR-V0 extra-low-voltage conductor shall pass polarity inspection before E2 control power.,MUST,TEST-E2-001,Completed point-to-point form raw meter exports photographs calibration records no-backfeed matrix nonconformance dispositions and signed electrical review,Every wire lands on the accepted reference/terminal/net; required paths meet approved resistance limits; forbidden paths remain open; polarity and shielding agree; no protected branch backfeeds another; no electronics are exposed to an unapproved test voltage,PASS only if executed TEST-E2-001 configuration-bound evidence demonstrates: Each HR-V0 extra-low-voltage conductor shall pass polarity inspection before E2 control power.,child_id|configuration_id|procedure_id|procedure_revision|observed_value_or_state|acceptance_limit|result_PASS_or_FAIL|evidence_uri|executor|timestamp|reviewer|decision,P0.2 TEMPLATE ISSUED - INTEGRATION AND EXECUTION REQUIRED,ONE NORMATIVE CLAUSE - INDEPENDENT ACCEPTANCE REQUIRED,draft,NOT EXECUTED,SELECTION REQUIRED,SELECTION REQUIRED,NOT APPROVED,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
