connector_id,contact,axis_id,signal,bus_net,service,wire_core,physical_pin_state,end_to_end_test
J-TR-DYN-R_ELBOW_PITCH,2,R_ELBOW_PITCH,VDD,R_ELBOW_PITCH_VDD,ACTUATOR POWER,CORE-R_ELBOW_PITCH-VDD-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-R_ELBOW_PITCH,2,R_ELBOW_PITCH,VDD,R_ELBOW_PITCH_VDD,ACTUATOR POWER,CORE-R_ELBOW_PITCH-VDD-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-ACT-R_ELBOW_PITCH,1,R_ELBOW_PITCH,GND,RS-RARM_RET,POWER RETURN,CORE-R_ELBOW_PITCH-GND-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_ELBOW_PITCH,2,R_ELBOW_PITCH,VDD,R_ELBOW_PITCH_VDD,ACTUATOR POWER,CORE-R_ELBOW_PITCH-VDD-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_ELBOW_PITCH,3,R_ELBOW_PITCH,DATA+,RS-RARM_DATA+,DATA,CORE-R_ELBOW_PITCH-DATAP,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_ELBOW_PITCH,4,R_ELBOW_PITCH,DATA-,RS-RARM_DATA-,DATA,CORE-R_ELBOW_PITCH-DATAN,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-TR-DYN-WAIST_YAW,1,WAIST_YAW,GND,RS-WAIST_RET,POWER RETURN,CORE-WAIST_YAW-GND-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-WAIST_YAW,1,WAIST_YAW,GND,RS-WAIST_RET,POWER RETURN,CORE-WAIST_YAW-GND-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-DYN-WAIST_YAW,2,WAIST_YAW,VDD,WAIST_YAW_VDD,ACTUATOR POWER,CORE-WAIST_YAW-VDD-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-WAIST_YAW,2,WAIST_YAW,VDD,WAIST_YAW_VDD,ACTUATOR POWER,CORE-WAIST_YAW-VDD-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-ACT-WAIST_YAW,1,WAIST_YAW,GND,RS-WAIST_RET,POWER RETURN,CORE-WAIST_YAW-GND-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-WAIST_YAW,2,WAIST_YAW,VDD,WAIST_YAW_VDD,ACTUATOR POWER,CORE-WAIST_YAW-VDD-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-WAIST_YAW,3,WAIST_YAW,DATA+,RS-WAIST_DATA+,DATA,CORE-WAIST_YAW-DATAP,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-WAIST_YAW,4,WAIST_YAW,DATA-,RS-WAIST_DATA-,DATA,CORE-WAIST_YAW-DATAN,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-TR-DYN-L_WRIST_ROTATION,1,L_WRIST_ROTATION,GND,TTL-LDIST_RET,POWER RETURN,CORE-L_WRIST_ROTATION-GND-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-L_WRIST_ROTATION,1,L_WRIST_ROTATION,GND,TTL-LDIST_RET,POWER RETURN,CORE-L_WRIST_ROTATION-GND-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-DYN-L_WRIST_ROTATION,2,L_WRIST_ROTATION,VDD,L_WRIST_ROTATION_VDD,ACTUATOR POWER,CORE-L_WRIST_ROTATION-VDD-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-L_WRIST_ROTATION,2,L_WRIST_ROTATION,VDD,L_WRIST_ROTATION_VDD,ACTUATOR POWER,CORE-L_WRIST_ROTATION-VDD-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-ACT-L_WRIST_ROTATION,1,L_WRIST_ROTATION,GND,TTL-LDIST_RET,POWER RETURN,CORE-L_WRIST_ROTATION-GND-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_WRIST_ROTATION,2,L_WRIST_ROTATION,VDD,L_WRIST_ROTATION_VDD,ACTUATOR POWER,CORE-L_WRIST_ROTATION-VDD-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_WRIST_ROTATION,3,L_WRIST_ROTATION,DATA,TTL-LDIST_DATA,DATA,CORE-L_WRIST_ROTATION-DATA,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-OUT-L_WRIST_ROTATION,1,L_WRIST_ROTATION,EMPTY-GND,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-L_WRIST_ROTATION,2,L_WRIST_ROTATION,EMPTY-VDD,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-L_WRIST_ROTATION,3,L_WRIST_ROTATION,DATA,TTL-LDIST_DATA,DATA,CORE-L_GRIPPER-DATA,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-TR-DYN-L_GRIPPER,1,L_GRIPPER,GND,TTL-LDIST_RET,POWER RETURN,CORE-L_GRIPPER-GND-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-L_GRIPPER,1,L_GRIPPER,GND,TTL-LDIST_RET,POWER RETURN,CORE-L_GRIPPER-GND-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-DYN-L_GRIPPER,2,L_GRIPPER,VDD,L_GRIPPER_VDD,ACTUATOR POWER,CORE-L_GRIPPER-VDD-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-L_GRIPPER,2,L_GRIPPER,VDD,L_GRIPPER_VDD,ACTUATOR POWER,CORE-L_GRIPPER-VDD-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-ACT-L_GRIPPER,1,L_GRIPPER,GND,TTL-LDIST_RET,POWER RETURN,CORE-L_GRIPPER-GND-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_GRIPPER,2,L_GRIPPER,VDD,L_GRIPPER_VDD,ACTUATOR POWER,CORE-L_GRIPPER-VDD-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-L_GRIPPER,3,L_GRIPPER,DATA,TTL-LDIST_DATA,DATA,CORE-L_GRIPPER-DATA,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-TR-DYN-R_WRIST_ROTATION,1,R_WRIST_ROTATION,GND,TTL-RDIST_RET,POWER RETURN,CORE-R_WRIST_ROTATION-GND-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-R_WRIST_ROTATION,1,R_WRIST_ROTATION,GND,TTL-RDIST_RET,POWER RETURN,CORE-R_WRIST_ROTATION-GND-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-DYN-R_WRIST_ROTATION,2,R_WRIST_ROTATION,VDD,R_WRIST_ROTATION_VDD,ACTUATOR POWER,CORE-R_WRIST_ROTATION-VDD-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-R_WRIST_ROTATION,2,R_WRIST_ROTATION,VDD,R_WRIST_ROTATION_VDD,ACTUATOR POWER,CORE-R_WRIST_ROTATION-VDD-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-ACT-R_WRIST_ROTATION,1,R_WRIST_ROTATION,GND,TTL-RDIST_RET,POWER RETURN,CORE-R_WRIST_ROTATION-GND-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_WRIST_ROTATION,2,R_WRIST_ROTATION,VDD,R_WRIST_ROTATION_VDD,ACTUATOR POWER,CORE-R_WRIST_ROTATION-VDD-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_WRIST_ROTATION,3,R_WRIST_ROTATION,DATA,TTL-RDIST_DATA,DATA,CORE-R_WRIST_ROTATION-DATA,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-OUT-R_WRIST_ROTATION,1,R_WRIST_ROTATION,EMPTY-GND,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-R_WRIST_ROTATION,2,R_WRIST_ROTATION,EMPTY-VDD,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-R_WRIST_ROTATION,3,R_WRIST_ROTATION,DATA,TTL-RDIST_DATA,DATA,CORE-R_GRIPPER-DATA,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-TR-DYN-R_GRIPPER,1,R_GRIPPER,GND,TTL-RDIST_RET,POWER RETURN,CORE-R_GRIPPER-GND-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-R_GRIPPER,1,R_GRIPPER,GND,TTL-RDIST_RET,POWER RETURN,CORE-R_GRIPPER-GND-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-DYN-R_GRIPPER,2,R_GRIPPER,VDD,R_GRIPPER_VDD,ACTUATOR POWER,CORE-R_GRIPPER-VDD-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-R_GRIPPER,2,R_GRIPPER,VDD,R_GRIPPER_VDD,ACTUATOR POWER,CORE-R_GRIPPER-VDD-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-ACT-R_GRIPPER,1,R_GRIPPER,GND,TTL-RDIST_RET,POWER RETURN,CORE-R_GRIPPER-GND-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_GRIPPER,2,R_GRIPPER,VDD,R_GRIPPER_VDD,ACTUATOR POWER,CORE-R_GRIPPER-VDD-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-R_GRIPPER,3,R_GRIPPER,DATA,TTL-RDIST_DATA,DATA,CORE-R_GRIPPER-DATA,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-TR-DYN-HEAD_PAN,1,HEAD_PAN,GND,TTL-HEAD_RET,POWER RETURN,CORE-HEAD_PAN-GND-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-HEAD_PAN,1,HEAD_PAN,GND,TTL-HEAD_RET,POWER RETURN,CORE-HEAD_PAN-GND-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-DYN-HEAD_PAN,2,HEAD_PAN,VDD,HEAD_PAN_VDD,ACTUATOR POWER,CORE-HEAD_PAN-VDD-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-HEAD_PAN,2,HEAD_PAN,VDD,HEAD_PAN_VDD,ACTUATOR POWER,CORE-HEAD_PAN-VDD-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-ACT-HEAD_PAN,1,HEAD_PAN,GND,TTL-HEAD_RET,POWER RETURN,CORE-HEAD_PAN-GND-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-HEAD_PAN,2,HEAD_PAN,VDD,HEAD_PAN_VDD,ACTUATOR POWER,CORE-HEAD_PAN-VDD-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-HEAD_PAN,3,HEAD_PAN,DATA,TTL-HEAD_DATA,DATA,CORE-HEAD_PAN-DATA,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-OUT-HEAD_PAN,1,HEAD_PAN,EMPTY-GND,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-HEAD_PAN,2,HEAD_PAN,EMPTY-VDD,NO NET - CAVITY EMPTY,INTENTIONALLY UNPOPULATED,NONE - CAVITY EMPTY,MUST REMAIN EMPTY; NO CONTACT,NOT EXECUTED
J-OUT-HEAD_PAN,3,HEAD_PAN,DATA,TTL-HEAD_DATA,DATA,CORE-HEAD_TILT-DATA,DEVICE INTERFACE PIN VERIFIED; DATA-ONLY CONTACT CANDIDATE,NOT EXECUTED
J-TR-DYN-HEAD_TILT,1,HEAD_TILT,GND,TTL-HEAD_RET,POWER RETURN,CORE-HEAD_TILT-GND-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-HEAD_TILT,1,HEAD_TILT,GND,TTL-HEAD_RET,POWER RETURN,CORE-HEAD_TILT-GND-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-DYN-HEAD_TILT,2,HEAD_TILT,VDD,HEAD_TILT_VDD,ACTUATOR POWER,CORE-HEAD_TILT-VDD-DYNAMIC,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-TR-PIG-HEAD_TILT,2,HEAD_TILT,VDD,HEAD_TILT_VDD,ACTUATOR POWER,CORE-HEAD_TILT-VDD-PIGTAIL,CANDIDATE CONTACT BOUND; NOT ASSEMBLED OR INSPECTED,NOT EXECUTED
J-ACT-HEAD_TILT,1,HEAD_TILT,GND,TTL-HEAD_RET,POWER RETURN,CORE-HEAD_TILT-GND-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-HEAD_TILT,2,HEAD_TILT,VDD,HEAD_TILT_VDD,ACTUATOR POWER,CORE-HEAD_TILT-VDD-PIGTAIL,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
J-ACT-HEAD_TILT,3,HEAD_TILT,DATA,TTL-HEAD_DATA,DATA,CORE-HEAD_TILT-DATA,VERIFIED AT ACTUATOR INTERFACE,NOT EXECUTED
